title,category,secondary_category,source,rule_id,confidence,original_category,needs_review,review_notes,notes,is_health,uc_cto,uc_cto_name,uc_academic_group,family,level,successor_title,next_title,n_all,n_2025,n_2020,n_2010,first_year,last_year,avg_gross_all,avg_gross_2025
OCCUPATIONAL THER 2 SUPV NEX,Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,,,,,Y,,,,OCCUPATIONAL THER SUPV,2,,,4,0,0,0,2012,2014,84119.0,
OCCUPATIONAL THER 3 SUPV NEX,Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,,,,,Y,,,,OCCUPATIONAL THER SUPV,3,,,4,0,0,0,2016,2018,110925.0,
OFC MACHINE TCHN 2,Staff - Support & Operations,"Administration, Analysis & Clerical",claude,O-ROLE,high,,,,,N,,,,OFC MACHINE TCHN,2,,,4,0,0,0,2012,2012,6956.0,
OPTOMETRIST-SUPVR,Health Care (Med Center & Clinical),Physician / Advanced Practice Provider (staff),claude,H02,high,,,,,Y,,,,OPTOMETRIST-SUPVR,1,,,4,0,0,2,2010,2011,98544.0,
OTH POST-MD TRAIN 2-8/REP-FNO,Health Care (Med Center & Clinical),Medical Intern / Resident,claude,H01,high,,,,CTO 446,Y,446,INTERN OR RESIDENT,Medical Interns/Residents,OTH POST-MD TRAIN 2-8/REP,1,,,4,4,0,0,2025,2025,83614.0,83614.0
PAINTER AS,Staff - Support & Operations,"Facilities, Trades, Grounds & Logistics",claude,O-ROLE,high,,,,,N,,,,PAINTER AS,1,,,4,0,0,0,2021,2022,109241.0,
PARKING AND TRANSPORT MGR 4,Staff - Management,"Facilities, Trades, Grounds & Logistics",claude,M-ROLE,high,,,,,N,,,,PARKING AND TRANSPORT MGR,4,,,4,1,0,0,2021,2025,194196.0,249471.0
PARKING OPS & ENFORCEMT SUPR 1,Staff - Professional & Supervisory,"Facilities, Trades, Grounds & Logistics",claude,P-ROLE,high,,,,,N,,,,PARKING OPS & ENFORCEMT SUPR,1,,,4,0,0,2,2010,2011,51800.0,
PAT ACCESS SVC MGR 4,Health Care (Med Center & Clinical),"Health Administration, Billing & Records",claude,H02,high,,,,,Y,,,,PAT ACCESS SVC MGR,4,,,4,0,1,0,2020,2023,325963.0,
PAT CASHIERING MGR 1,Health Care (Med Center & Clinical),"Health Administration, Billing & Records",claude,H02,high,,,,,Y,,,,PAT CASHIERING MGR,1,,,4,1,0,0,2022,2025,186842.0,207631.0
PAT RCDS ABSTRACTOR SUPV 4,Health Care (Med Center & Clinical),"Health Administration, Billing & Records",claude,H02,high,,,,,Y,,,,PAT RCDS ABSTRACTOR SUPV,4,,,4,0,0,0,2016,2017,87298.0,
PATENT ADVISOR III,Staff - Professional & Supervisory,Student Services,claude,P-ROLE,high,,,,,N,,,,PATENT ADVISOR,3,,,4,0,0,2,2010,2011,74890.0,
PATIENT BILLER 5,Health Care (Med Center & Clinical),"Health Administration, Billing & Records",claude,H02,high,,,,,Y,,,,PATIENT BILLER,5,,,4,0,0,0,2012,2015,58058.0,
PERFORMING ARTS MANAGER 1,Staff - Management,General / Unclassified staff,claude,M-ROLE,low,,,,,N,,,,PERFORMING ARTS MANAGER,1,,,4,0,0,2,2010,2011,80045.0,
PERFORMING ARTS MGR 3,Staff - Management,"Administration, Analysis & Clerical",claude,M-ROLE,high,,,,,N,,,,PERFORMING ARTS MGR,3,,,4,0,0,0,2012,2015,248255.0,
PEST CONTROL OPERATOR,Staff - Support & Operations,"Facilities, Trades, Grounds & Logistics",claude,O-ROLE,high,,,,,N,,,,PEST CONTROL OPERATOR,1,,,4,0,0,2,2010,2011,48796.0,
PHYS PLT MECH SUPV,Staff - Professional & Supervisory,"Facilities, Trades, Grounds & Logistics",claude,P-SUPV,high,,,,,N,,,,PHYS PLT MECH SUPV,1,,,4,0,0,0,2012,2013,83707.0,
PHYSCN NETWORK DEV MGR 3,Health Care (Med Center & Clinical),Physician / Advanced Practice Provider (staff),claude,H02,high,,,,,Y,,,,PHYSCN NETWORK DEV MGR,3,,,4,1,0,0,2017,2025,198729.0,307956.0
PHYSICIAN MANAGER 1,Health Care (Med Center & Clinical),Physician / Advanced Practice Provider (staff),claude,H02,high,,,,,Y,,,,PHYSICIAN MANAGER,1,,,4,0,0,2,2010,2011,76649.0,
"PLANNER, ASST",Staff - Professional & Supervisory,"Facilities, Trades, Grounds & Logistics",claude,P-ROLE,high,,,,,N,,,,PLANNER,0,,,4,0,0,2,2010,2011,43798.0,
"PLANNER,EDUC FACILITY, SR-SUPV",Staff - Professional & Supervisory,"Facilities, Trades, Grounds & Logistics",claude,P-ROLE,high,,,,,N,,,,"PLANNER,EDUC FACILITY, SR-SUPV",1,,,4,0,0,2,2010,2011,98397.0,
PLANNING MANAGER 3,Staff - Management,"Facilities, Trades, Grounds & Logistics",claude,M-ROLE,high,,,,,N,,,,PLANNING MANAGER,3,,,4,0,0,2,2010,2011,132426.0,
PLANNING MGR 1,Staff - Management,"Facilities, Trades, Grounds & Logistics",claude,M-ROLE,high,,,,,N,,,,PLANNING MGR,1,,,4,0,0,0,2013,2015,103385.0,
PLANNING SPECIALIST 2,Staff - Professional & Supervisory,"Facilities, Trades, Grounds & Logistics",claude,P-ROLE,high,,,,,N,,,,PLANNING SPECIALIST,2,,,4,0,0,2,2010,2011,42178.0,
PLANNING SPECIALIST 3,Staff - Professional & Supervisory,"Facilities, Trades, Grounds & Logistics",claude,P-ROLE,high,,,,,N,,,,PLANNING SPECIALIST,3,,,4,0,0,2,2010,2011,79332.0,
PLNR ASC,Staff - Professional & Supervisory,General / Unclassified staff,claude,P-ROLE,low,,,,,N,,,,PLNR ASC,1,,,4,0,0,0,2016,2017,65316.0,
PLUMBER AS,Staff - Support & Operations,"Facilities, Trades, Grounds & Logistics",claude,O-ROLE,high,,,,,N,,,,PLUMBER AS,1,,,4,0,0,0,2021,2022,153950.0,
PR PRODUCER DIRECTOR - SUPVR,Staff - Management,"Development, Communications & Events",claude,M-ROLE,high,,,,,N,,,,PR PRODUCER DIRECTOR - SUPVR,1,,,4,0,0,2,2010,2011,55012.0,
"PRACT, RESPIRATORY CARE FVR-1",Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,,,,,Y,,,,"PRACT, RESPIRATORY CARE FVR-1",1,,,4,0,0,0,2024,2024,20598.0,
PROF IN RES-GENCOMP-B,Senate Faculty,Professor In Residence (Senate; health sciences),claude,F07,high,,,,Senate members per Standing Order 105.1(a); UC reporting groups them with clinical faculty (uc_academic_group),N,,,,PROFESSOR IN RESIDENCE-HCOMP,3,PROFESSOR IN RESIDENCE-HCOMP,,4,0,0,4,2010,2010,32993.0,
PROFESSOR - SFT-A,Senate Faculty,Ladder Rank (Professor series),claude,F15,high,,,,,N,010,PROFESSORIAL-TENURE,Faculty - Ladder-rank and Equivalent,PROFESSOR - SFT-A,3,,,4,0,0,0,2018,2018,46038.0,
PROFESSOR-ACAD YR-1/9TH PMT,Senate Faculty,Ladder Rank (Professor series),claude,F15,high,,,,,N,,,,PROFESSOR-ACAD YR-1/9TH PMT,3,,,4,0,0,1,2010,2011,66408.0,
PROGRAMMER II - SUPV,Staff - Professional & Supervisory,Information Technology,claude,P-ROLE,high,,,,,N,,,,PROGRAMMER II - SUPV,1,,,4,0,0,3,2010,2011,38806.0,
PROGRAMMER VIII - SUPV,Staff - Professional & Supervisory,Information Technology,claude,P-ROLE,high,,,,,N,,,,PROGR SUPV,8,PROGR 8 SUPV,,4,0,0,1,2010,2011,104607.0,
"PROJECT MGR,DESIGN/CONSTR I",Staff - Management,"Facilities, Trades, Grounds & Logistics",claude,M-ROLE,high,,,,,N,,,,"PROJECT MGR,DESIGN/CONSTR",1,,,4,0,0,3,2010,2011,40637.0,
PROJECT MGT PROFL 5,Staff - Professional & Supervisory,"Facilities, Trades, Grounds & Logistics",claude,P-ROLE,high,,,,,N,,,,PROJECT MGT PROFL,5,,,4,2,0,0,2024,2025,167222.0,213882.0
PROJECT POLICY ANL 2 RP,Staff - Professional & Supervisory,"Administration, Analysis & Clerical",claude,P-ROLE,high,,,,,N,,,,PROJECT POLICY ANL,2,,,4,4,0,0,2025,2025,42052.0,42052.0
PROJECT/POLICY ANALYSIS MGR 1,Staff - Management,"Administration, Analysis & Clerical",claude,M-ROLE,high,,,,,N,,,,PROJECT/POLICY ANALYSIS MGR,1,,,4,0,0,2,2010,2011,80647.0,
PROSPECT RSCH SPEC 1,Staff - Professional & Supervisory,Research Support (staff),claude,P-ROLE,high,,,,,N,,,,PROSPECT RSCH SPEC,1,,,4,0,0,0,2021,2022,36801.0,
PROVOST AST,Senior Management Group,Associate / Assistant Vice Chancellor or Vice President,claude,S03,medium,,,,Campus AVC/AVPs are often MSP rather than SMG; UCOP Associate VPs are usually SMG. Split on secondary if needed.,N,,,,PROVOST,0,,,4,0,0,0,2012,2014,148556.0,
"PSYCHOLOGIST, I, PER DIEM",Health Care (Med Center & Clinical),Behavioral Health & Counseling,claude,H02,high,,,,,Y,,,,"PSYCHOLOGIST, PER DIEM",1,,,4,0,0,3,2010,2011,16541.0,
PUBL EQUITY INV ANL 2,Staff - Professional & Supervisory,"Finance, HR, Purchasing & Business Services",claude,P-ROLE,high,,,,,N,,,,PUBL EQUITY INV ANL,2,,,4,0,0,0,2013,2016,96514.0,
PUBLIC EDUCATION MANAGER 1,Staff - Management,Student Services,claude,M-ROLE,high,,,,,N,,,,PUBLIC EDUCATION MANAGER,1,,,4,0,0,2,2010,2011,58937.0,
PUBLIC EVENTS MANAGER SUPV,Staff - Management,"Development, Communications & Events",claude,M-ROLE,high,,,,,N,,,,PUBLIC EVENTS MANAGER SUPV,1,,,4,0,0,2,2010,2011,57492.0,
"PUBLIC EVENTS MGR, SUPERVISING",Staff - Management,"Development, Communications & Events",claude,M-ROLE,high,,,,,N,,,,"PUBLIC EVENTS MGR, SUPERVISING",1,,,4,0,0,2,2010,2011,33209.0,
PUBLICATIONS & PRODUCTN MGR 1,Staff - Management,"Development, Communications & Events",claude,M-ROLE,high,,,,,N,,,,PUBLICATIONS & PRODUCTN MGR,1,,,4,0,0,2,2010,2011,75958.0,
"PUBLICATIONS COORD, SR - SUPVR",Staff - Professional & Supervisory,"Development, Communications & Events",claude,P-ROLE,high,,,,,N,,,,"PUBLICATIONS COORD, SR - SUPVR",1,,,4,0,0,2,2010,2011,55572.0,
PULMONARY TECHNICIAN II,Staff - Support & Operations,"Administration, Analysis & Clerical",claude,O-ROLE,high,,,,,N,,,,PULMONARY TECHNICIAN,2,,,4,0,0,2,2010,2011,60312.0,
REC. TECH.,Staff - Support & Operations,General / Unclassified staff,claude,O-ROLE,low,,,,,N,,,,REC. TECH.,1,,,4,0,0,0,2018,2019,48709.0,
RECREATION COACH MANAGER 1,Athletics,Recreation Coach,claude,T02,high,,,,,N,,,,RECREATION COACH MANAGER,1,,,4,0,0,2,2010,2011,38888.0,
RECREATIONAL THER MGR 1,Staff - Management,Student Services,claude,M-ROLE,high,,,,,N,,,,RECREATIONAL THER MGR,1,,,4,1,0,0,2022,2025,106984.0,124095.0
REGENTS' PROF,Non-Senate Faculty,Visiting Professor,claude,F09,high,,,,,N,928,MISCELLANEOUS TITLES-SINGLE TITLES,Other Academic Employees,REGENTS' PROF,1,,,4,1,0,0,2022,2025,38550.0,54333.0
REGL HC SPEC 4,Health Care (Med Center & Clinical),"Health Administration, Billing & Records",claude,H02,high,,,,,Y,,,,REGL AND CMPLNC HC SPEC,4,REGL AND CMPLNC HC SPEC 4,,4,0,0,0,2016,2016,128586.0,
"REHAB AID I, PER DIEM",Staff - Support & Operations,"Administration, Analysis & Clerical",claude,O-ROLE,high,,,,,N,,,,"REHAB AID, PER DIEM",1,,,4,0,0,2,2010,2011,9756.0,
REHAB SVC MGR 3,Staff - Management,"Administration, Analysis & Clerical",claude,M-ROLE,high,,,,,N,,,,REHAB SVC MGR,3,,,4,1,0,0,2022,2025,262331.0,302845.0
REHAB SVC SPEC 4 HX CEH,Staff - Professional & Supervisory,"Administration, Analysis & Clerical",claude,P-ROLE,high,,,,,N,,,,REHAB SVC SPEC,4,,,4,4,0,0,2025,2025,139906.0,139906.0
REIMB HC ANL 3 GF,Health Care (Med Center & Clinical),"Health Administration, Billing & Records",claude,H02,high,,,,,Y,,,,REIMB HC ANL,3,,,4,1,0,0,2022,2025,96263.0,3216.0
REPROGRAPHICS SUPV SR NEX,Staff - Professional & Supervisory,"Development, Communications & Events",claude,P-SUPV,high,,,,,N,,,,REPROGRAPHICS SUPV,2,,,4,0,0,0,2012,2014,48318.0,
RESEARCH COMPLIANCE ANALYST 4,Staff - Professional & Supervisory,Legal & Compliance,claude,P-ROLE,high,,,,,N,,,,RESEARCH COMPLIANCE ANALYST,4,,,4,0,0,2,2010,2011,74972.0,
RESIDENT DIRECTOR II,Staff - Management,General / Unclassified staff,claude,M-ROLE,low,,,,,N,,,,RESIDENT DIRECTOR,2,,,4,0,0,2,2010,2011,49225.0,
RESP CARE SUPV 1,Staff - Professional & Supervisory,"Administration, Analysis & Clerical",claude,P-SUPV,high,,,,,N,,,,RESP CARE SUPV,1,,,4,1,0,0,2022,2025,164420.0,191307.0
RISK MGT HC PROFL 3 GF,Health Care (Med Center & Clinical),"Health Administration, Billing & Records",claude,H02,high,,,,,Y,,,,RISK MGT HC PROFL,3,,,4,1,0,0,2022,2025,164010.0,189064.0
RN TRAVEL TRA SFZ,Staff - Support & Operations,"Finance, HR, Purchasing & Business Services",claude,O-ROLE,medium,,,,,N,,,,RN TRAVEL TRA SFZ,1,,,4,0,0,0,2024,2024,4229.0,
SALES SUPV 2 GF,Staff - Professional & Supervisory,"Administration, Analysis & Clerical",claude,P-SUPV,high,,,,,N,,,,SALES SUPV,2,,,4,0,1,0,2020,2023,87667.0,
"SCIENTIST, MED LAB I LAK",Staff - Professional & Supervisory,Research Support (staff),claude,P-ROLE,high,,,,,N,,,,"SCIENTIST, MED LAB",1,,,4,0,0,0,2024,2024,21030.0,
SEA CAPTAIN,Staff - Professional & Supervisory,General / Unclassified staff,claude,P-SUPV,low,,,,,N,,,,SEA CAPTAIN,1,,,4,0,0,0,2012,2014,65706.0,
SOCIAL WORK ASC SUPV,Health Care (Med Center & Clinical),Behavioral Health & Counseling,claude,H02,high,,,,,Y,,,,SOCIAL WORK ASC SUPV,1,,,4,0,0,0,2012,2019,61792.0,
"SOCIAL WORKER, PER DIEM, II",Health Care (Med Center & Clinical),Behavioral Health & Counseling,claude,H02,high,,,,,Y,,,,"SOCIAL WORKER, PER DIEM",2,,,4,0,0,2,2010,2011,16060.0,
SPECIAL READER-UCLA-NON GSHIP,Student Instruction,Reader / Tutor,claude,G02,high,,,,,N,456,OTHER STUDENT TITLES,Student Teaching/Research Assistants,SPECIAL READER-UCLA-NON GSHIP,1,,,4,0,0,0,2013,2014,1668.0,
"SPECIALIST, E.H.&S. IV",Staff - Professional & Supervisory,"Police, Security & Safety",claude,P-ROLE,high,,,,,N,,,,"SPECIALIST, E.H.&S.",4,,,4,0,0,2,2010,2011,76816.0,
SPEECH PATHOLOGY SUPV,Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,,,,,Y,,,,SPEECH PATHOLOGY SUPV,1,,,4,0,0,0,2012,2016,105074.0,
SR CONSTRUCTION PROJECT MGR,Staff - Management,"Facilities, Trades, Grounds & Logistics",claude,M-ROLE,high,,,,,N,,,,SR CONSTRUCTION PROJECT MGR,1,,,4,0,0,3,2010,2011,66470.0,
SR MGN DIR INV OCIO,Senior Management Group,Chief Officer / Regents & UCOP Officers,claude,S08,medium,,,,,N,,,,SR MGN DIR INV OCIO,1,,,4,1,0,0,2022,2025,728846.0,733911.0
SR. ACCT.,Staff - Support & Operations,"Finance, HR, Purchasing & Business Services",claude,O-ROLE,medium,,,,,N,,,,SR. ACCT.,1,,,4,0,0,0,2018,2019,71972.0,
SR. VICE PRES--DESIGNATE,Staff - Support & Operations,"Facilities, Trades, Grounds & Logistics",claude,O-ROLE,medium,,,,,N,,,,SR. VICE PRES--DESIGNATE,1,,,4,0,0,2,2010,2011,569281.0,
STATE GOVERNMENT REL PROFL 5,Staff - Professional & Supervisory,"Development, Communications & Events",claude,P-ROLE,high,,,,,N,,,,STATE GOVERNMENT REL PROFL,5,,,4,0,0,0,2013,2015,120972.0,
STDT CLIN WKSTY,Students,Student Employee (other),claude,G06,high,,,,,Y,,,,STDT CLIN,1,,,4,0,1,0,2017,2021,3425.0,
STDT DISABILITY SPEC 1,Staff - Professional & Supervisory,Student Services,claude,P-ROLE,high,,,,,N,,,,STDT DISABILITY SPEC,1,,,4,0,0,0,2021,2024,38286.0,
STDT HEALTH DENTIST 5,Health Care (Med Center & Clinical),Physician / Advanced Practice Provider (staff),claude,H02,high,,,,,Y,,,,STDT HEALTH DENTIST,5,,,4,0,0,0,2015,2018,8396.0,
STOREKEEPING SUPV 2 GF,Staff - Professional & Supervisory,"Facilities, Trades, Grounds & Logistics",claude,P-SUPV,high,,,,,N,,,,STOREKEEPING SUPV,2,,,4,0,1,0,2020,2023,104173.0,
STRUCTURAL ENGR 4,Staff - Professional & Supervisory,"Facilities, Trades, Grounds & Logistics",claude,P-ROLE,high,,,,,N,,,,STRUCTURAL ENGR,4,,,4,0,0,0,2012,2015,104278.0,
STUDENT ACADEMIC MANAGER 2,Staff - Management,Student Services,claude,M-ROLE,high,,,,,N,,,,STUDENT ACADEMIC MANAGER,2,,,4,0,0,2,2010,2011,108577.0,
STUDENT DISABILITY MANAGER 1,Staff - Management,Student Services,claude,M-ROLE,high,,,,,N,,,,STUDENT DISABILITY MANAGER,1,,,4,0,0,2,2010,2011,77716.0,
STUDIO PROJECTIONIST CHF,Staff - Management,General / Unclassified staff,claude,M-ROLE,low,,,,,N,,,,STUDIO PROJECTIONIST CHF,1,,,4,0,0,0,2012,2015,75976.0,
STY ENGR INSTRUMENT CNTRL TCHN,Staff - Professional & Supervisory,"Facilities, Trades, Grounds & Logistics",claude,P-ROLE,high,,,,,N,,,,STY ENGR INSTRUMENT CNTRL TCHN,1,,,4,0,0,0,2012,2015,106730.0,
SURVEY SUPVR,Staff - Professional & Supervisory,Research Support (staff),claude,P-SUPV,high,,,,,N,,,,SURVEY SUPVR,1,,,4,0,0,0,2011,2011,3301.0,
SUSTAIN OFCR 1,Staff - Professional & Supervisory,"Facilities, Trades, Grounds & Logistics",claude,P-ROLE,high,,,,,N,,,,SUSTAIN OFCR,1,,,4,0,1,0,2019,2022,57062.0,
SUSTAINABILITY OFCR 3,Staff - Professional & Supervisory,"Facilities, Trades, Grounds & Logistics",claude,P-ROLE,high,,,,,N,,,,SUSTAINABILITY OFCR,3,,,4,0,0,0,2013,2015,61761.0,
SVP RSCH INNOV ENTREPREN,Senior Management Group,Vice President,claude,S06,high,,,,,N,,,,SVP RSCH INNOV ENTREPREN,1,,,4,0,0,0,2016,2019,279973.0,
SYSTEMS ADMINISTRATION SUPR 2,Staff - Professional & Supervisory,Information Technology,claude,P-SUPV,high,,,,,N,,,,SYSTEMS ADMINISTRATION SUPR,2,,,4,0,0,2,2010,2011,89002.0,
SYSWIDE ACAD HR MGR 2,Staff - Management,"Finance, HR, Purchasing & Business Services",claude,M-ROLE,high,,,,,N,,,,SYSWIDE ACAD HR MGR,2,,,4,1,0,0,2022,2025,146412.0,194797.0
SYSWIDE ACAD PERSONNEL ANL 3,Staff - Professional & Supervisory,"Finance, HR, Purchasing & Business Services",claude,P-ROLE,high,,,,,N,,,,SYSWIDE ACAD PERSONNEL ANL,3,,,4,2,0,0,2024,2025,110096.0,112010.0
TCHN 1,Staff - Support & Operations,"Administration, Analysis & Clerical",claude,O-ROLE,high,,,,,N,,,,TCHN,1,,,4,0,0,0,2013,2015,8362.0,
"TECH, SURGICAL FVR-3",Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,,,,,Y,,,,"TECH, SURGICAL FVR-3",1,,,4,0,0,0,2024,2024,28641.0,
TECHNICAL PROJECT MANAGER 1,Staff - Management,General / Unclassified staff,claude,M-ROLE,low,,,,,N,,,,TECHNICAL PROJECT MANAGER,1,,,4,0,0,2,2010,2011,103878.0,
TECHNICIAN ASST,Staff - Support & Operations,"Administration, Analysis & Clerical",claude,O-ROLE,high,,,,,N,,,,TECHNICIAN,0,,,4,0,1,0,2020,2023,51910.0,
"TECHNICIAN III,LEAD,OPHTHALMIC",Staff - Support & Operations,"Administration, Analysis & Clerical",claude,O-ROLE,high,,,,,N,,,,OPHTHALMIC TCHN LD,3,OPHTHALMIC TCHN LD 3,,4,0,0,1,2010,2011,63404.0,
"TECHNICIAN, PHOTOGRAPHIC, SR",Staff - Support & Operations,"Development, Communications & Events",claude,O-ROLE,high,,,,,N,,,,"TECHNICIAN, PHOTOGRAPHIC",2,,,4,0,0,3,2010,2011,20779.0,
"TECHNICIAN, TELEVISION, PR-SUP",Staff - Professional & Supervisory,"Administration, Analysis & Clerical",claude,P-SUPV,high,,,,,N,,,,"TECHNICIAN, TELEVISION, PR-SUP",1,,,4,0,0,2,2010,2011,57006.0,
"TECHNICIAN,ELEC,PRIN-SUPVR-MF",Staff - Professional & Supervisory,"Administration, Analysis & Clerical",claude,P-SUPV,high,,,,,N,,,,"TECHNICIAN,ELEC,PRIN-SUPVR-MF",1,,,4,0,0,3,2010,2011,103878.0,
"TECHNICIAN,PATIENT DIALYSI,III",Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,,,,,Y,,,,"TECHNICIAN,PATIENT DIALYSI",3,,,4,0,0,2,2010,2011,51159.0,
"TECHNO II, COMP & NETWORK-SUPV",Staff - Professional & Supervisory,Information Technology,claude,P-SUPV,high,,,,,N,,,,"TECHNO II, COMP & NETWORK-SUPV",1,,,4,0,0,3,2010,2011,68655.0,
"TECHNO, NUC MED, ASSOC CHR-SUP",Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,,,,,Y,,,,"TECHNO, NUC MED, ASSOC CHR-SUP",1,,,4,0,0,2,2010,2011,129793.0,
"TECHNOLOGIST, EEG, SUPERVISING",Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,,,,,Y,,,,"TECHNOLOGIST, EEG, SUPERVISING",1,,,4,0,0,2,2010,2011,89357.0,
"TECHNOLOGIST, ULTRASOUND PD",Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,,,,,Y,,,,"TECHNOLOGIST, ULTRASOUND",1,,,4,0,0,2,2010,2011,17814.0,
TECHNOLOGY TRANSFER OFFICR III,Staff - Support & Operations,Information Technology,claude,O-ROLE,medium,,,,,N,,,,TECHNOLOGY TRANSFER OFFICR,3,,,4,0,0,2,2010,2011,127989.0,
"THERAPIST, OCCUPA IV-SUPVR",Health Care (Med Center & Clinical),Allied Health & Clinical Technical,claude,H02,high,,,,,Y,,,,"THERAPIST, OCCUPA-SUPVR",4,,,4,0,0,2,2010,2011,107533.0,
TRAINER 4 OP,Staff - Professional & Supervisory,"Finance, HR, Purchasing & Business Services",claude,P-ROLE,high,,,,,N,,,,TRAINER,4,,,4,0,0,0,2013,2014,78148.0,
TREASURER OF THE REGENTS,Senior Management Group,Chief Officer / Regents & UCOP Officers,claude,S08,medium,,,,,N,,,,TREASURER OF THE REGENTS,1,,,4,0,0,1,2010,2013,1001045.0,
TREASURY ANL 2,Staff - Professional & Supervisory,"Finance, HR, Purchasing & Business Services",claude,P-ROLE,high,,,,,N,,,,TREASURY ANL,2,,,4,1,1,0,2020,2025,73757.0,95357.0
"TREE TRIMMER, LEAD",Staff - Support & Operations,"Facilities, Trades, Grounds & Logistics",claude,O-ROLE,medium,,,,,N,,,,TREE TRIMMER,3,,,4,0,0,2,2010,2011,55621.0,
TRUCK DRIVER LD,Staff - Support & Operations,"Facilities, Trades, Grounds & Logistics",claude,O-ROLE,high,,,,,N,,,,TRUCK DRIVER,3,,,4,2,0,0,2024,2025,129414.0,141416.0
UTILIZATION MGT SUPV 2,Health Care (Med Center & Clinical),"Health Administration, Billing & Records",claude,H02,high,,,,,Y,,,,UTILIZATION MGT SUPV,2,,,4,2,0,0,2024,2025,132283.0,115451.0
V. PRES-AGRI AND NAT RES.,Staff - Support & Operations,General / Unclassified staff,claude,O-ROLE,low,,,,,N,,,,V. PRES-AGRI AND NAT RES.,1,,,4,0,0,1,2010,2011,242979.0,
VENDING MACHINE TCHN,Staff - Support & Operations,"Administration, Analysis & Clerical",claude,O-ROLE,high,,,,,N,,,,VENDING MACHINE TCHN,1,,,4,0,0,0,2012,2015,13646.0,
VENDOR REL SPEC 1,Staff - Professional & Supervisory,"Administration, Analysis & Clerical",claude,P-ROLE,high,,,,,N,,,,VENDOR REL SPEC,1,,,4,0,1,0,2017,2021,61944.0,
VIS ASSOC SPECIALIST,Staff - Professional & Supervisory,"Administration, Analysis & Clerical",claude,P-ROLE,high,,,,,N,,,,VIS SPECIALIST,2,,,4,0,0,0,2021,2024,13110.0,
VIS ASSOC SPECIALIST NEX,Staff - Professional & Supervisory,"Administration, Analysis & Clerical",claude,P-ROLE,high,,,,,N,,,,VIS SPECIALIST,2,,,4,2,0,0,2023,2025,2645.0,3669.0
VISITOR-GRADUATE (WOS),Academic Research,"Other Research (fellows, investigators, visiting scholars)",claude,R05,medium,,,,,N,,,,VISITOR-GRADUATE,1,,,4,0,0,0,2014,2016,2806.0,
VP HS,Senior Management Group,Health System Executive,claude,S02,high,,,,UC Health / medical center executive,Y,,,,VP HS,1,,,4,0,0,0,2021,2023,223637.0,
VP IT AND CHF INFO OFCR,Senior Management Group,Vice President,claude,S06,high,,,,,N,,,,VP IT AND CHF INFO OFCR,1,,,4,1,0,0,2022,2025,424154.0,450153.0
VP RSCH AND INNOV,Senior Management Group,Vice President,claude,S06,high,,,,,N,,,,VP RSCH AND INNOV,1,,,4,1,0,0,2022,2025,418883.0,457597.0
VP SYSWIDE HR,Senior Management Group,Vice President,claude,S06,high,,,,,N,,,,VP SYSWIDE HR,1,,,4,1,0,0,2022,2025,423489.0,476267.0
WRITER EDITOR 5,Staff - Professional & Supervisory,"Development, Communications & Events",claude,P-ROLE,high,,,,,N,,,,WRITER EDITOR,5,,,4,2,0,0,2022,2025,125432.0,185403.0
"____AID, HOSPITAL",Health Care (Med Center & Clinical),Hospital Support & Patient Services,claude,H02,high,,,,,Y,,,,"____AID, HOSPITAL",1,,,4,0,0,3,2010,2011,18581.0,
ABLE SEAMAN 2 SU,Staff - Support & Operations,Research Support (staff),claude,O-ROLE,high,,,,,N,,,,ABLE SEAMAN,2,,,3,1,0,0,2023,2025,84100.0,87611.0
"ABSTRACTOR, PATIENT REC IV, PD",Health Care (Med Center & Clinical),"Health Administration, Billing & Records",claude,H02,high,,,,,Y,,,,"ABSTRACTOR, PATIENT REC IV,",1,,,3,0,0,1,2010,2011,26126.0,
