from_title,to_title,relation,confidence,n_moves,share_of_moves,years,from_last_year,to_first_year,from_family,from_level,to_family,to_level,source
FINANCIAL SERVICES MANAGER 2,FINANCIAL SVC MGR 2,rename,high,3,1.0,2012,2011,2012,FINANCIAL SERVICES MANAGER,2,FINANCIAL SVC MGR,2,claude
FINANCIAL SVC ANL 4,FINANCIAL SVC ANL 5,promotion,medium,3,0.055,2019|2021|2022,2025,2016,FINANCIAL SVC ANL,4,FINANCIAL SVC ANL,5,claude
FINANCIAL SVC MGR 3,FINANCIAL SVC MGR 4,promotion,high,3,0.5,2016|2022|2024,2025,2016,FINANCIAL SVC MGR,3,FINANCIAL SVC MGR,4,claude
FLD.WORK CONSULT-FY-CONTINUING,FLD WK CONSULT-FY-CONTINUING,rename,high,3,0.75,2012,2011,2012,FLD.WORK CONSULT-FY-CONTINUING,1,FLD WK CONSULT-FY-CONTINUING,1,claude
FOOD SERVICE SUPVR,FOOD SVC SUPV,rename,high,3,0.6,2012,2011,2012,FOOD SERVICE SUPVR,1,FOOD SVC SUPV,1,claude
"FOOD SERVICE WORKER, PRIN, MC","FOOD SERVICE WORKER, LEAD, MC",lateral,medium,3,0.017,2011,2011,2010,FOOD SERVICE WORKER,3,FOOD SERVICE WORKER,3,claude
"FOOD SERVICE WORKER, SR","FOOD SERVICE WORKER, PRIN",promotion,medium,3,0.009,2011,2011,2010,FOOD SERVICE WORKER,2,FOOD SERVICE WORKER,3,claude
FUNDRAISER 1 EX,FUNDRAISER 3 GF,promotion,high,3,0.214,2016|2017,2016,2016,FUNDRAISER,1,FUNDRAISER,3,claude
FUNDRAISER 2,FUNDRAISER 4,promotion,medium,3,0.094,2011|2012,2011,2010,FUNDRAISER,2,FUNDRAISER,4,claude
FUNDRAISER 2 NEX,FUNDRAISER 4,promotion,medium,3,0.027,2013|2018|2020,2025,2010,FUNDRAISER,2,FUNDRAISER,4,claude
FUNDRAISING MANAGER 5,FUNDRAISING MGR 5,rename,high,3,1.0,2012,2011,2012,FUNDRAISING MANAGER,5,FUNDRAISING MGR,5,claude
FUNDRAISING MGR 4,FUNDRAISING MGR 5,promotion,medium,3,0.136,2013|2014|2015,2025,2012,FUNDRAISING MGR,4,FUNDRAISING MGR,5,claude
GENETIC CNSLR 1 EX,GENETIC CNSLR 2 EX,promotion,high,3,1.0,2018|2019|2021,2021,2012,GENETIC CNSLR,1,GENETIC CNSLR,2,claude
GENETIC CNSLR 3,GENETIC CNSLR 3 NEX,variant,high,3,0.6,2013|2014,2013,2012,GENETIC CNSLR,3,GENETIC CNSLR,3,claude
GENETIC CNSLR PD,GENETIC CNSLR 2 EX,promotion,high,3,0.75,2023|2024,2025,2012,GENETIC CNSLR,1,GENETIC CNSLR,2,claude
GI ENDOSCOPY TCHN 1,GI ENDOSCOPY TCHN 2 PD,promotion,medium,3,0.038,2021|2024|2025,2025,2012,GI ENDOSCOPY TCHN,1,GI ENDOSCOPY TCHN,2,claude
GI ENDOSCOPY TCHN 2,GI ENDOSCOPY TCHN 2 PD,variant,high,3,0.107,2015|2022|2024,2025,2012,GI ENDOSCOPY TCHN,2,GI ENDOSCOPY TCHN,2,claude
GOVERNMENT REL SPEC 4,GOVT REL SPEC 4,rename,high,3,0.75,2016,2015,2016,GOVERNMENT REL SPEC,4,GOVT REL SPEC,4,claude
GROUNDS SUPVR,GROUNDS SUPV NEX,rename,medium,3,0.375,2012,2011,2012,GROUNDS SUPVR,1,GROUNDS SUPV,1,claude
HEALTH PROFNS EDUC SPEC 4,HEALTH PROFNS EDUC SPEC 5,promotion,medium,3,0.049,2023,2025,2016,HEALTH PROFNS EDUC SPEC,4,HEALTH PROFNS EDUC SPEC,5,claude
HEALTH TECHNICIAN III,HEALTH TECHNICIAN IV,promotion,medium,3,0.026,2012,2012,2010,HEALTH TECHNICIAN,3,HEALTH TECHNICIAN,4,claude
HEAVY OFF-ROAD EQUIP MECHANIC,HVY OFFROAD EQUIP MECH,rename,high,3,1.0,2012,2011,2012,HEAVY OFF-ROAD EQUIP MECHANIC,1,HVY OFFROAD EQUIP MECH,1,claude
HISTOTECHNOLOGIST I,HISTOTECHNOLOGIST II,promotion,medium,3,0.143,2011,2011,2010,HISTOTECHNOLOGIST,1,HISTOTECHNOLOGIST,2,claude
"HISTOTECHNOLOGIST, SUPVR",HISTO TCHNO SUPV NEX,rename,medium,3,0.3,2012,2011,2012,"HISTOTECHNOLOGIST, SUPVR",1,HISTO TCHNO SUPV,1,claude
HOME HEALTH NURSE 4,HOME HEALTH SUPV 2,rename,high,3,0.5,2018,2017,2016,HOME HEALTH NURSE,4,HOME HEALTH SUPV,2,claude
HOSP AST 1 PD,HOSP AST 2 PD,promotion,medium,3,0.02,2015|2017|2023,2025,2012,HOSP AST,1,HOSP AST,2,claude
HOSP MED TRANSCRIBER SR PD,HOSP MED TRANSCRIBER SR,variant,high,3,0.6,2014|2021,2025,2012,HOSP MED TRANSCRIBER,2,HOSP MED TRANSCRIBER,2,claude
HR ANALYST I,HR ANALYST II,promotion,medium,3,0.158,2011,2011,2010,HR ANALYST,1,HR ANALYST,2,claude
HR ANALYST VIII - SUPERVISOR,HR ANL 8 SUPV,rename,high,3,1.0,2012,2011,2012,HR ANALYST - SUPERVISOR,8,HR ANL SUPV,8,claude
HR ANL 3,HR ANL 5,promotion,medium,3,0.079,2014|2015|2016,2018,2012,HR ANL,3,HR ANL,5,claude
HR ANL 5,HR ANL 6 MSP,promotion,medium,3,0.088,2014|2015|2016,2019,2012,HR ANL,5,HR ANL,6,claude
HR MGR 2,HR MGR 3,promotion,medium,3,0.176,2014|2024|2025,2025,2012,HR MGR,2,HR MGR,3,claude
HR MGR 3,HR MGR 4,promotion,high,3,0.375,2024|2025,2025,2012,HR MGR,3,HR MGR,4,claude
HR SUPERVISOR 2,HR SUPV 2,rename,high,3,0.6,2012,2011,2012,HR SUPERVISOR,2,HR SUPV,2,claude
HS ASSOC CLIN PROF-MEDCOMP-A,HS ASSOCIATE CLIN PROF-HCOMP,rename,high,3,0.75,2011,2010,2010,HS CLIN PROF-MEDCOMP-A,2,HS CLIN PROF-HCOMP,2,claude
HS ASSOC CLIN PROF-SFT-VM,HS CLIN PROF-SFT-VM,promotion,high,3,1.0,2019|2021,2025,2018,HS CLIN PROF-SFT-VM,2,HS CLIN PROF-SFT-VM,3,claude
HS CLIN INSTR-FY,HS ASSOC CLIN PROF-FY,promotion,medium,3,0.031,2016|2017,2025,2012,HS CLIN PROF-FY,0,HS CLIN PROF-FY,2,claude
HS COUNSEL CHF,MGN COUNSEL 3,rename,high,3,1.0,2015|2020,2019,2013,HS COUNSEL CHF,1,MGN COUNSEL,3,claude
HVAC 2,HVAC MECH,rename,medium,3,0.429,2023,2022,2012,HVAC,2,HVAC MECH,1,claude
INFECTION CNTRL CRD 5,INFECTION PREVENTION CRD 5,rename,high,3,1.0,2017,2016,2017,INFECTION CNTRL CRD,5,INFECTION PREVENTION CRD,5,claude
INFECTION PREVENTION CRD 4,INFECTION PREVENTION CRD 5,promotion,medium,3,0.091,2021|2022,2025,2017,INFECTION PREVENTION CRD,4,INFECTION PREVENTION CRD,5,claude
INFECTION PREVENTION CRD 5,INFECTION PREVENTION CRD 5 HX,variant,high,3,0.5,2025,2025,2025,INFECTION PREVENTION CRD,5,INFECTION PREVENTION CRD,5,claude
INFECTION PREVENTIONIST 2,INFECTION PREVENTIONIST 3,rename,high,3,1.0,2016,2015,2012,INFECTION PREVENTIONIST,2,INFECTION PREVENTIONIST,3,claude
INFO SYS ANL 1,INFO SYS ANL 3,promotion,medium,3,0.061,2022|2025,2025,2012,INFO SYS ANL,1,INFO SYS ANL,3,claude
INFORMATION SYSTEMS SUPR 2,INFO SYS SUPV 2,rename,high,3,1.0,2012,2011,2012,INFORMATION SYSTEMS SUPR,2,INFO SYS SUPV,2,claude
INSTITUTIONAL RSCH ANL 1,INSTITUTIONAL RSCH ANL 2,promotion,high,3,0.6,2019|2022|2023,2025,2016,INSTITUTIONAL RSCH ANL,1,INSTITUTIONAL RSCH ANL,2,claude
INSTITUTIONAL RSCH ANL 4 OP,INSTITUTIONAL RSCH ANL 4 GF,variant,high,3,0.6,2015,2014,2015,INSTITUTIONAL RSCH ANL,4,INSTITUTIONAL RSCH ANL,4,claude
INSTITUTIONAL RSCH MGR 1,INSTITUTIONAL RSCH MGR 2,promotion,high,3,0.6,2022|2024,2025,2013,INSTITUTIONAL RSCH MGR,1,INSTITUTIONAL RSCH MGR,2,claude
INSTL RESEARCH ANALYST 5,INSTITUTIONAL RSCH ANL 5,rename,high,3,1.0,2012,2011,2012,INSTL RESEARCH ANALYST,5,INSTITUTIONAL RSCH ANL,5,claude
INTELLECTUAL PROPERTY OFCR 1,INTELLECTUAL PROPERTY OFCR 2,rename,high,3,1.0,2016|2019,2018,2012,INTELLECTUAL PROPERTY OFCR,1,INTELLECTUAL PROPERTY OFCR,2,claude
INTERVENTNL RADLG TCHNO SR,INTERVENTNL RADLG TCHNO LD,promotion,high,3,0.231,2024|2025,2025,2023,INTERVENTNL RADLG TCHNO,2,INTERVENTNL RADLG TCHNO,3,claude
IP OFCR 4,IP OFCR 5,promotion,high,3,0.3,2022|2023|2025,2025,2019,IP OFCR,4,IP OFCR,5,claude
IT RESC MGR 1,INFO SYS SUPV 1,rename,high,3,0.5,2013|2014,2013,2013,IT RESC MGR,1,INFO SYS SUPV,1,claude
IT RESOURCE MANAGER II,IT RESOURCE MGR 2,rename,high,3,0.5,2012,2011,2012,IT RESOURCE MANAGER,2,IT RESOURCE MGR,2,claude
IT SECURITY ANL 5,IT SCRTY ANL 5,rename,high,3,0.75,2016,2015,2016,IT SECURITY ANL,5,IT SCRTY ANL,5,claude
JR SPECIALIST,SPECIALIST,promotion,medium,3,0.002,2013|2014|2019,2025,2010,SPECIALIST,0,SPECIALIST,3,claude
K TO 14 ACAD PREP MGR 1,K TO 14 ACAD PREP MGR 2,promotion,high,3,0.6,2023|2024,2025,2021,K TO 14 ACAD PREP MGR,1,K TO 14 ACAD PREP MGR,2,claude
K TO 14 ACAD PREP SPEC 1,K TO 14 ACAD PREP SPEC 3,promotion,medium,3,0.158,2022|2023,2025,2021,K TO 14 ACAD PREP SPEC,1,K TO 14 ACAD PREP SPEC,3,claude
K TO 14 ACAD PREP SPEC 2,K TO 14 ACAD PREP SPEC 4,promotion,medium,3,0.083,2023|2024,2025,2021,K TO 14 ACAD PREP SPEC,2,K TO 14 ACAD PREP SPEC,4,claude
K TO 14 ACAD PREP SUPV 1,K TO 14 ACAD PREP SUPV 2,promotion,high,3,0.6,2022|2024,2025,2021,K TO 14 ACAD PREP SUPV,1,K TO 14 ACAD PREP SUPV,2,claude
K to 14 ACAD PREP SPEC 2,K to 14 ACAD PREP SPEC 4,promotion,medium,3,0.04,2015|2017|2019,2020,2012,K TO 14 ACAD PREP SPEC,2,K TO 14 ACAD PREP SPEC,4,claude
LABORATORY ASST III - SUPVR,LAB AST 3 SUPV,rename,high,3,1.0,2012,2011,2012,LABORATORY ASST - SUPVR,3,LAB AST SUPV,3,claude
LABORER,LABORER LD,promotion,medium,3,0.014,2018|2022,2025,2012,LABORER,1,LABORER,3,claude
LEAVE OF ABSENCE SPEC 2,LEAVE OF ABSENCE SPEC 3,promotion,high,3,0.75,2024|2025,2025,2021,LEAVE OF ABSENCE SPEC,2,LEAVE OF ABSENCE SPEC,3,claude
LECT PSOE-AY-1/9,LECT PSOE-AY,rename,high,3,0.75,2021,2020,2018,PROF OF TEACH-AY,1,PROF OF TEACH-AY,1,claude
LECT PSOE-AY-LAW,ACT PROF OF TEACH-AY-LAW,rename,high,3,0.75,2024,2023,2024,PROF OF TEACH-AY-LAW,1,PROF OF TEACH-AY-LAW,3,claude
LECT SOE-AY,PROF OF TEACH-AY,promotion,medium,3,0.013,2024,2023,2024,PROF OF TEACH-AY,2,PROF OF TEACH-AY,3,claude
LECT-AY-1/10-CONTINUING,LECT-AY-CONTINUING,lateral,medium,3,0.231,2023|2024|2025,2025,2012,LECT-AY,2,LECT-AY,2,claude
LECT-AY-1/9,SR LECT-AY-CONTINUING,promotion,medium,3,0.001,2015|2017|2020,2025,2012,LECT-AY,1,LECT-AY,3,claude
LECT-AY-CONTINUING,SR LECT-AY-1/9-CONTINUING,promotion,medium,3,0.003,2023|2025,2025,2013,LECT-AY,2,LECT-AY,3,claude
LIBRARY ASST III-SUPVR,LIBRARY AST 3 SUPV,rename,high,3,1.0,2012,2011,2012,LIBRARY ASST-SUPVR,3,LIBRARY AST SUPV,3,claude
LIBRARY AST 1,LIBRARY AST 3,promotion,medium,3,0.188,2014|2015|2019,2025,2012,LIBRARY AST,1,LIBRARY AST,3,claude
LIBRARY AST 3,LIBRARY AST 5,promotion,medium,3,0.014,2014|2016|2017,2025,2012,LIBRARY AST,3,LIBRARY AST,5,claude
LIBRARY BOOKBINDER,LIBRARY BOOKBINDER PRN,promotion,high,3,1.0,2013|2018,2025,2012,LIBRARY BOOKBINDER,1,LIBRARY BOOKBINDER,3,claude
LIBRARY BOOKBINDER SR,LIBRARY BOOKBINDER PRN,promotion,high,3,0.6,2018,2025,2012,LIBRARY BOOKBINDER,2,LIBRARY BOOKBINDER,3,claude
LIBRARY MGR 1,LIBRARY MGR 2,promotion,high,3,0.6,2021|2023|2024,2025,2020,LIBRARY MGR,1,LIBRARY MGR,2,claude
LIBRARY SUPERVISOR 1,LIBRARY AST 3,rename,medium,3,0.25,2012,2011,2012,LIBRARY SUPERVISOR,1,LIBRARY AST,3,claude
"LIFT TEAM TECH II, PER DIEM",LIFT TEAM TECH 2 PD,rename,medium,3,0.375,2012,2011,2012,"LIFT TEAM TECH, PER DIEM",2,LIFT TEAM TECH,2,claude
"LIFT TEAM TECH III, LEAD",LIFT TEAM TECH LD 3,rename,high,3,1.0,2012,2011,2012,LIFT TEAM TECH III,3,LIFT TEAM TECH LD,3,claude
"LOCKSMITH, LEAD",LOCKSMITH LD,rename,high,3,1.0,2012,2011,2012,LOCKSMITH,3,LOCKSMITH,3,claude
"LOCKSMITH, SUPERVISING",LOCKSMITH SUPV,rename,high,3,0.75,2012,2011,2012,"LOCKSMITH, SUPERVISING",1,LOCKSMITH SUPV,1,claude
LRNG SKLS CNSLR SR,LRNG SKLS CNSLR PRN,promotion,medium,3,0.167,2013,2018,2012,LRNG SKLS CNSLR,2,LRNG SKLS CNSLR,3,claude
"MAIL PROCESSOR, PRIN",MAIL PROCESSOR PRN,rename,high,3,1.0,2012,2011,2012,MAIL PROCESSOR,3,MAIL PROCESSOR,3,claude
"MAIL PROCESSOR, SR-SUPVR",MAIL PROCESSOR SR SUPV,rename,high,3,0.5,2012,2011,2012,"MAIL PROCESSOR, SR-SUPVR",1,MAIL PROCESSOR SR SUPV,1,claude
MAINTENANCE MECHANIC II,MAINT MECH 2,rename,high,3,1.0,2012,2011,2012,MAINTENANCE MECHANIC,2,MAINT MECH,2,claude
MARINE COOK SR,MARINE COOK 3,rename,medium,3,0.3,2017,2016,2016,MARINE COOK,2,MARINE COOK,3,claude
MARINE TCHN 1,MARINE TCHN 2,promotion,high,3,0.6,2014|2018,2025,2012,MARINE TCHN,1,MARINE TCHN,2,claude
MARINE TCHN 2 NEX,MARINE TCHN 3 NEX,promotion,high,3,0.6,2019|2020|2023,2025,2012,MARINE TCHN,2,MARINE TCHN,3,claude
MARKETING SPEC 4,MARKETING SPEC 5,promotion,medium,3,0.088,2020|2021|2022,2025,2012,MARKETING SPEC,4,MARKETING SPEC,5,claude
MARKETING SPECIALIST 1,MARKETING SPEC 1,rename,high,3,0.75,2012,2011,2012,MARKETING SPECIALIST,1,MARKETING SPEC,1,claude
"MECHANIC, ELEVATOR, APPRENTICE",ELEVATOR MECH APPR,rename,high,3,0.5,2012,2011,2012,"MECHANIC, ELEVATOR, APPRENTICE",1,ELEVATOR MECH APPR,1,claude
MED CTR SCRTY OFCR,MED CTR SCRTY OFCR PD,variant,high,3,0.026,2021|2022|2025,2025,2016,MED CTR SCRTY OFCR,1,MED CTR SCRTY OFCR,1,claude
MED OFC SVC CRD 1 PD,MED OFC SVC CRD 2 PD,promotion,medium,3,0.103,2022,2022,2012,MED OFC SVC CRD,1,MED OFC SVC CRD,2,claude
MED OFC SVC CRD 1 PD,MED OFC SVC CRD 3,promotion,medium,3,0.103,2022|2023,2022,2012,MED OFC SVC CRD,1,MED OFC SVC CRD,3,claude
MED STF SVC MGR 1,MED STF SVC MGR 2,promotion,high,3,1.0,2019|2024|2025,2025,2017,MED STF SVC MGR,1,MED STF SVC MGR,2,claude
MEDIA COMMUNICATIONS SPEC 3,MEDIA COMM SPEC 3,rename,high,3,0.75,2012,2011,2012,MEDIA COMMUNICATIONS SPEC,3,MEDIA COMM SPEC,3,claude
MENTAL HEALTH PRACTITIONER,MENTAL HEALTH PRACTITIONER SR,promotion,high,3,0.75,2014|2015,2015,2012,MENTAL HEALTH PRACTITIONER,1,MENTAL HEALTH PRACTITIONER,2,claude
MGD CARE SPEC 2,MGD CARE SPEC 3,promotion,high,3,0.75,2022|2023,2025,2017,MGD CARE SPEC,2,MGD CARE SPEC,3,claude
MGD CARE SPEC 3,MGD CARE SPEC 4,promotion,high,3,0.75,2022|2024|2025,2025,2017,MGD CARE SPEC,3,MGD CARE SPEC,4,claude
MGN COUNSEL,MGN COUNSEL 3,promotion,high,3,1.0,2013,2017,2013,MGN COUNSEL,1,MGN COUNSEL,3,claude
MUSEUM EDUCATOR 3,MUSEUM EDUCATOR 4,promotion,high,3,0.214,2021|2022|2024,2025,2021,MUSEUM EDUCATOR,3,MUSEUM EDUCATOR,4,claude
MUSEUM SCI AST,MUSEUM SCI SR,promotion,medium,3,0.056,2019|2020|2023,2025,2012,MUSEUM SCI,0,MUSEUM SCI,2,claude
MUSEUM SCI SR,MUSEUM SCI PRN,promotion,medium,3,0.077,2014|2016|2017,2025,2012,MUSEUM SCI,2,MUSEUM SCI,3,claude
MUSIC THER EX,MUSIC THER 3 EX,rename,high,3,1.0,2024,2023,2024,MUSIC THER,1,MUSIC THER,3,claude
NO DESCRIPTION FOUND,INDUSTRY ALLNS SPEC 4,rename,medium,3,0.333,2019|2020,2019,2017,NO DESCRIPTION FOUND,1,INDUSTRY ALLNS SPEC,4,claude
NTRTN AND DIETARY MGR 2,NTRTN AND DIETARY HC MGR 2,rename,high,3,1.0,2019,2018,2019,NTRTN AND DIETARY MGR,2,NTRTN AND DIETARY HC MGR,2,claude
NUC MED TCHNO,NUC MED TCHNO PD,variant,high,3,0.214,2025,2025,2024,NUC MED TCHNO,1,NUC MED TCHNO,1,claude
NUC MED TCHNO SR,NUC MED TCHNO SR PD,variant,high,3,0.081,2014|2018|2023,2025,2012,NUC MED TCHNO,2,NUC MED TCHNO,2,claude
NURSE PRACT SUPV 2 EX,NURSE PRACT SUPV 2,variant,high,3,0.5,2017|2022|2024,2023,2016,NURSE PRACT SUPV,2,NURSE PRACT SUPV,2,claude
NURSE PRACTITIONER III-MANAGER,NURSE PRACTITIONER MGR 3,rename,high,3,1.0,2012,2011,2012,NURSE PRACTITIONER III-MANAGER,1,NURSE PRACTITIONER MGR,3,claude
NURSE SVC MGR 1,NURSE SVC MGR 3,promotion,medium,3,0.026,2019|2022,2025,2016,NURSE SVC MGR,1,NURSE SVC MGR,3,claude
NURSE SVC MGR 2,NURSE SVC MGR 4,promotion,medium,3,0.056,2023|2025,2025,2017,NURSE SVC MGR,2,NURSE SVC MGR,4,claude
"NURSE, ANESTHETIST, PER DIEM",ANESTHETIST NURSE PD,rename,high,3,1.0,2012,2011,2012,"NURSE, ANESTHETIST, PER DIEM",1,ANESTHETIST NURSE,1,claude
"OFFICER, THIRD",THIRD OFCR,rename,high,3,0.5,2012,2011,2012,"OFFICER, THIRD",1,THIRD OFCR,1,claude
OMBUDSPERSON 2,OMBUDSPERSON 3,promotion,high,3,0.75,2015|2021|2022,2025,2010,OMBUDSPERSON,2,OMBUDSPERSON,3,claude
OMBUDSPERSON 3,OMBUDSPERSON 4,promotion,high,3,0.429,2022|2023,2025,2012,OMBUDSPERSON,3,OMBUDSPERSON,4,claude
OMBUDSPERSON 4,OMBUDSPERSON 5,promotion,high,3,0.75,2017|2022,2025,2010,OMBUDSPERSON,4,OMBUDSPERSON,5,claude
OPERATING ROOM SUPP AST PD,OPS ROOM SUPP AST,rename,medium,3,0.429,2016,2015,2016,OPERATING ROOM SUPP,0,OPS ROOM SUPP,0,claude
OPTOMETRIST PRN,OPTOMETRIST 4,rename,high,3,1.0,2018,2017,2010,OPTOMETRIST,3,OPTOMETRIST,4,claude
ORTHOPEDIC TCHN,ORTHOPEDIC TCHN SR,promotion,high,3,0.6,2017|2022|2025,2025,2012,ORTHOPEDIC TCHN,1,ORTHOPEDIC TCHN,2,claude
PARKING SUPV,PARKING SUPV SR,promotion,medium,3,0.13,2015,2021,2012,PARKING SUPV,1,PARKING SUPV,2,claude
PAT BILLER 1,PAT BILLER 2,promotion,high,3,0.6,2018|2024,2025,2016,PAT BILLER,1,PAT BILLER,2,claude
PAT BILLER SUPV 4,PAT BILL AND COLL SUPV 1,rename,high,3,0.75,2019,2018,2016,PAT BILLER SUPV,4,PAT BILL AND COLL SUPV,1,claude
PAT CARE TCHN,PAT CARE TCHN PD,variant,high,3,0.273,2017|2023,2025,2016,PAT CARE TCHN,1,PAT CARE TCHN,1,claude
PAT CASHIERING SUPV 1,PAT CASHIERING SUPV 1 EX,variant,high,3,0.333,2024,2023,2024,PAT CASHIERING SUPV,1,PAT CASHIERING SUPV,1,claude
PAT CASHIERING SUPV 1,PAT CASHIERING SUPV 1 NEX,variant,high,3,0.333,2024,2023,2024,PAT CASHIERING SUPV,1,PAT CASHIERING SUPV,1,claude
PAT NAVGTR CLIN 5,PAT NAVGTR CLIN 5 HX,variant,high,3,1.0,2025,2025,2025,PAT NAVGTR CLIN,5,PAT NAVGTR CLIN,5,claude
PAT RCDS ABSTRACTOR 1,PAT RCDS ABSTRACTOR 2,promotion,high,3,0.6,2025,2025,2016,PAT RCDS ABSTRACTOR,1,PAT RCDS ABSTRACTOR,2,claude
PAT REL MGR 1,PAT REL MGR 2,promotion,high,3,0.6,2019|2021|2024,2025,2017,PAT REL MGR,1,PAT REL MGR,2,claude
PAT TRANSPORT TCHN 2,PAT TRANSPORT TCHN 2 PD,variant,high,3,0.053,2020|2023|2024,2025,2016,PAT TRANSPORT TCHN,2,PAT TRANSPORT TCHN,2,claude
PATENT ADVISOR 3,IP OFCR 3,rename,high,3,1.0,2021,2020,2018,PATENT ADVISOR,3,IP OFCR,3,claude
PATIENT BILLER 1,PAT BILLER 2,rename,medium,3,0.375,2016,2015,2016,PATIENT BILLER,1,PAT BILLER,2,claude
PATIENT CARE DIALYSIS TCHN 3,PAT CARE DIALYSIS TCHN 3,rename,high,3,1.0,2016,2015,2016,PATIENT CARE DIALYSIS TCHN,3,PAT CARE DIALYSIS TCHN,3,claude
"PATIENT ESCORT, P.D.",PATIENT ESCORT PD,rename,medium,3,0.375,2012,2011,2012,"PATIENT ESCORT, P.D.",1,PATIENT ESCORT,1,claude
PATIENT RCDS ABSTRACTOR 1,PATIENT RCDS ABSTRACTOR 2,promotion,high,3,0.6,2014|2015,2015,2012,PATIENT RCDS ABSTRACTOR,1,PATIENT RCDS ABSTRACTOR,2,claude
PATIENT TRANSPORT TCHN 1 PD,PATIENT TRANSPORT TCHN 2,promotion,high,3,0.273,2014|2015,2015,2012,PATIENT TRANSPORT TCHN,1,PATIENT TRANSPORT TCHN,2,claude
PAYROLL ANALYST 3,PAYROLL ANL 3,rename,medium,3,0.375,2012,2011,2012,PAYROLL ANALYST,3,PAYROLL ANL,3,claude
PAYROLL ANL 2,PAYROLL ANL 4,promotion,medium,3,0.02,2023|2024|2025,2025,2012,PAYROLL ANL,2,PAYROLL ANL,4,claude
PAYROLL MGR 1,PAYROLL MGR 2,promotion,high,3,0.5,2016|2024|2025,2025,2012,PAYROLL MGR,1,PAYROLL MGR,2,claude
PERFUSIONIST NEX,PERFUSIONIST PD,variant,high,3,0.25,2019|2020|2024,2025,2012,PERFUSIONIST,1,PERFUSIONIST,1,claude
PERFUSIONIST SR NEX,PERFUSIONIST SR PD NEX,variant,high,3,0.333,2022|2025,2025,2017,PERFUSIONIST,2,PERFUSIONIST,2,claude
PHARMACIST 2 PD,PHARMACIST SR EX,lateral,medium,3,0.052,2016|2022|2023,2025,2012,PHARMACIST,2,PHARMACIST,2,claude
PHARMACIST SR EX,PHARMACIST SR NEX,variant,high,3,0.075,2014,2025,2014,PHARMACIST,2,PHARMACIST,2,claude
PHARMACY TECHNICIAN SUPV,PHARMACY TCHN SUPV,rename,high,3,0.75,2012,2011,2012,PHARMACY TECHNICIAN SUPV,1,PHARMACY TCHN SUPV,1,claude
PHYS PLT MECH SUPV,PHYS PLT MECH SUPV NEX,variant,high,3,1.0,2014,2013,2012,PHYS PLT MECH SUPV,1,PHYS PLT MECH SUPV,1,claude
PHYS PLT SUPV B,SKLD CRAFTS AND TRADES SUPV 1,rename,high,3,0.75,2016,2015,2016,PHYS PLT SUPV B,1,SKLD CRAFTS AND TRADES SUPV,1,claude
PHYS THER 1,PHYS THER 2 NEX,rename,medium,3,0.3,2013|2014|2015,2014,2012,PHYS THER,1,PHYS THER,2,claude
PHYS THER 1 NEX,PHYS THER PD,lateral,medium,3,0.033,2023,2025,2012,PHYS THER,1,PHYS THER,1,claude
PHYS THER 2 NEX,PHYS THER 3,promotion,medium,3,0.024,2013|2014,2025,2012,PHYS THER,2,PHYS THER,3,claude
PHYS THER 2 PD,PHYS THER 3 NEX,promotion,medium,3,0.053,2014|2015,2025,2013,PHYS THER,2,PHYS THER,3,claude
PHYS THER 4,PHYS THER 5,promotion,medium,3,0.15,2014|2017|2020,2025,2012,PHYS THER,4,PHYS THER,5,claude
PHYS THER 4 SUPV,REHAB SVC SUPV 2,rename,high,3,0.6,2017|2018,2017,2017,PHYS THER SUPV,4,REHAB SVC SUPV,2,claude
PHYSCN AST,PHYSCN AST PD,variant,high,3,0.031,2017|2022|2024,2025,2012,PHYSCN,0,PHYSCN,0,claude
PHYSCN NETWORK DEV SPEC 3,PHYSCN NETWORK DEV SPEC 4,promotion,high,3,0.5,2021|2022|2025,2025,2017,PHYSCN NETWORK DEV SPEC,3,PHYSCN NETWORK DEV SPEC,4,claude
PHYSICAL PLANT OPERATOR,PHYS PLT OPR,rename,high,3,0.6,2012,2011,2012,PHYSICAL PLANT OPERATOR,1,PHYS PLT OPR,1,claude
PHYSICIAN-ONCALL,PHYSICIAN (ON CALL),rename,high,3,1.0,2020,2019,2020,PHYSICIAN-ONCALL,1,PHYSICIAN (ON CALL),1,claude
PLANNER ASC,PLNR ASC,rename,high,3,0.6,2016,2015,2016,PLANNER ASC,1,PLNR ASC,1,claude
"PLANNER, ASSOC",PLANNER ASC,rename,medium,3,0.375,2012,2011,2012,"PLANNER, ASSOC",1,PLANNER ASC,1,claude
PLNG MGR 1,PLNG MGR 2,promotion,high,3,0.5,2021|2023|2025,2025,2016,PLNG MGR,1,PLNG MGR,2,claude
"PLUMBER, SUPERVISING",PLUMBER SUPV,rename,high,3,1.0,2012,2011,2012,"PLUMBER, SUPERVISING",1,PLUMBER SUPV,1,claude
PLUMBER-PIPEFITTER LEADWORKER,PLUMBER PIPEFITTER WORKER LD,rename,high,3,1.0,2012,2011,2012,PLUMBER-PIPEFITTER LEADWORKER,1,PLUMBER PIPEFITTER WORKER,3,claude
POLICE LIEUTENANT,POLICE LIEUTENANT MSP,variant,high,3,0.75,2016,2015,2012,POLICE LIEUTENANT,1,POLICE LIEUTENANT,1,claude
